"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language","consumer_usage_tier"
"652","4171","Global","Fruits","APPLES","Rome"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"653","4172","Global","Fruits","APPLES","Rome"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"654","4173","Global","Fruits","APPLES","Royal Gala"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"655","4174","Global","Fruits","APPLES","Royal Gala"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"656","4176","Global","Fruits","APPLES","Southern Snap"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"657","4177","Global","Fruits","APPLES","Spartan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"658","4178","Global","Fruits","APPLES","Spartan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"659","4179","Global","Fruits","APPLES","Spartan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"660","4180","Global","Fruits","APPLES","Spartan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"661","4181","Global","Fruits","APPLES","Stayman"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"662","4182","Global","Fruits","APPLES","Sturmer Pippin"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"663","4183","Global","Fruits","APPLES","Stayman"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"664","4185","Global","Fruits","APPLES","York"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"665","4186","Global","Fruits","BANANAS","Yellow (includes Cavendish)","Small","Size: 7 ½ (19cm) maximum with pulp length measured over convex fruit surface","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"666","4187","Global","Fruits","APPLES","York"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"667","4188","Global","Fruits","NECTARINE","White Flesh, Tree Ripened, Ready-to-eat","Small","70 size and smaller","Average Fruit Weight =  less than 185g","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"668","4189","Global","Fruits","APPLES","Winesap"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"669","4190","Global","Fruits","APPLES","Winesap"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"670","4191","Global","Fruits","APPLES","Winesap"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"671","4192","Global","Fruits","APPLES","Winesap"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"672","4193","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"673","4194","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"674","4195","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"675","4196","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"676","4197","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"677","4198","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"678","4199","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"679","4200","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"680","4201","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"681","4202","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"682","4203","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"683","4204","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"684","4205","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"685","4206","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"686","4207","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"687","4208","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"688","4209","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"689","4210","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"690","4211","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"691","4212","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"692","4213","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"693","4214","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"694","4215","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"695","4216","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"696","4217","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"697","4218","Global","Fruits","APRICOTS","Regular","Small","Less than 2-3/16 inch,Less than 55 mm Average Fruit Dimensions","","","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"698","4219","Global","Fruits","APRICOTS","Retailer Assigned","   All Sizes   ","","","","Prunus armeniaca","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"699","4220","Global","Fruits","ATEMOYAS","","All Sizes ","","","","Annona spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"700","4221","Global","Fruits","AVOCADOS","Green"," Small  ","32 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"701","4222","Global","Fruits","AVOCADOS","Green","  Small   ","48 size and smaller","Average Fruit Weight = less than 280g","","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"702","4223","Global","Fruits","AVOCADOS","Green","Large ","18 size and larger","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"703","4224","Global","Fruits","AVOCADOS","Green"," Large  ","40 size and larger","Average Fruit Weight = 280g and above","","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"704","4225","Global","Fruits","AVOCADOS","Hass","Large","48 and 40 size","Average Fruit Weight = 190g - under 315g","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"705","4226","Global","Fruits","AVOCADOS","Cocktail/Seedless","All Sizes ","","","","Musa spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"706","4227","Global","Fruits","AVOCADOS","Retailer Assigned","All Sizes","","","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"707","4228","Global","Fruits","AVOCADOS","Retailer Assigned","All Sizes","","","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"708","4229","Global","Fruits","BANANAS","Burro","All Sizes","","","","Musa spp","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"709","4230","Global","Fruits","BANANAS","Dominique","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"710","4231","Global","Fruits","BANANAS","Green","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"711","4232","Global","Fruits","BANANAS","Leaves","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"712","4233","Global","Fruits","BANANAS","Apple/Manzano","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"713","4234","Global","Fruits","BANANAS","baby/Nino","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"714","4235","Global","Fruits","BANANAS","Plantain/Macho","  All Sizes  ","","","","Musa ssp","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"715","4236","Global","Fruits","BANANAS","Red","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"716","4237","Global","Fruits","BANANAS","Retailer Assigned","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"717","4238","Global","Fruits","BANANAS","Retailer Assigned","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"718","4239","Global","Fruits","BERRIES","Blackberries"," All Sizes ","","","","Rubus fruticosus","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"719","4240","Global","Fruits","BERRIES","Blueberries"," All Sizes ","","","","Vaccinium spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"720","4241","Global","Fruits","BERRIES","Boysenberries","All Sizes","","","","Rubus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"721","4242","Global","Fruits","BERRIES","Cranberries","  All Sizes  ","","","","Vaccinium macrocarpon","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"722","4243","Global","Fruits","BERRIES","Gooseberries"," All Sizes ","","","","Ribes uva-crispa","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"723","4244","Global","Fruits","BERRIES","Raspberries - Black","All Sizes","","","","R.occidentalis","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"724","4245","Global","Fruits","BERRIES","Raspberries - Golden","All Sizes","","","","Rubus idaeus","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"725","4246","Global","Fruits","BERRIES","Strawberries","Pint","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"726","4247","Global","Fruits","BERRIES","Strawberries","Quart","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"727","4248","Global","Fruits","BERRIES","Strawberries","Quart","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"728","4249","Global","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"729","4250","Global","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","High"
"730","4251","Global","Fruits","BERRIES","Long-stemmed Strawberries","All Sizes","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"731","4252","Global","Fruits","BERRIES","Retailer Assigned"," All Sizes ","","","","Rubus spp.","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"732","4253","Global","Fruits","BERRIES","Retailer Assigned"," All Sizes ","","","","Rubus spp.","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"733","4254","Global","Fruits","BREADFRUIT","","All Sizes","","","","Artocarpus altilis","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"734","4255","Global","Fruits","CACTUS PEAR (PRICKLY PEAR)","","  All Sizes  ","","","","Opuntia spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"735","4256","Global","Fruits","CARAMBOLA (STARFRUIT)","","  All Sizes  ","","","","Averrhoa carambola","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"736","4257","Global","Fruits","CHERIMOYA","","  All Sizes  ","","","","Annona cherimola","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"737","4258","Global","Fruits","CHERRIES","Golden/Rainier/White"," All Sizes ","","","","Prunus avium","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"738","4259","Global","Fruits","CHERRIES","Retailer Assigned"," All Sizes ","","","","Prunus avium","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"739","4260","Global","Fruits","COCONUTS","In Husk/Waternut","  All Sizes  ","","","","Cocos nucifera","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"740","4261","Global","Fruits","COCONUTS","Husked"," All Sizes ","","","","Cocos nucifera","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"741","4262","Global","Fruits","COCONUTS","Retailer Assigned","All Sizes","","","","Cocos nucifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"742","4263","Global","Fruits","DATES","Fresh - Regular","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"743","4264","Global","Fruits","DATES","Fresh - Retailer Assigned","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"744","4265","Global","Fruits","FEIJOA","","All Sizes","","","","Acca sellowiana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"745","4266","Global","Fruits","FIGS","Black"," All Sizes ","","","","Ficus carica","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"746","4267","Global","Fruits","FIGS","Brown","All Sizes","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"747","4268","Global","Fruits","FIGS","White/Green","All Sizes","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"748","4269","Global","Fruits","FIGS","Retailer Assigned","All Sizes","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"749","4270","Global","Fruits","GRAPES","Blue/Black Seeded (Ribier/Exotic/Niabel)","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"750","4271","Global","Fruits","GRAPES","Champagne","  All Sizes  ","","","","Vitis vinifera","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"751","4272","Global","Fruits","GRAPES","Concord","  All Sizes  ","","","","V.labrusca","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"752","4273","Global","Fruits","GRAPES","Red Seeded (Cardinal/Emperor/Queen/Christmas Rose)","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"753","4274","Global","Fruits","GRAPES","White/Green Seeded (All others not listed)","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"754","4275","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"755","4276","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"756","4277","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"757","4278","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"758","4279","Global","Fruits","GRAPEFRUIT","Pummelo - White"," All Sizes ","","","","C.grandis","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"759","4280","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"760","4281","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-05-01 22:00:00","","EN","Medium"
"761","4282","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)","Large","32 and 36 size","Average Fruit Dimensions = 97 - under 108mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN","Medium"
"762","4283","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"763","4284","Global","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"764","4285","Global","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","Average Fruit Dimensions = less than 97mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN","Low"
"765","4286","Global","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"766","4287","Global","Fruits","GRAPEFRUIT","Deep Red","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-05-01 22:00:00","","EN","Medium"
"767","4288","Global","Fruits","GRAPEFRUIT","Deep Red","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN","Medium"
"768","4289","Global","Fruits","GRAPEFRUIT","Deep Red","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Bob Oudenaarden","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"769","4290","Global","Fruits","GRAPEFRUIT","White","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"770","4291","Global","Fruits","GRAPEFRUIT","White"," Small ","40 size and smaller","Average Fruit Dimensions = less than 97mm","","Citrus paradisi","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN","Medium"
"771","4292","Global","Fruits","GRAPEFRUIT","White","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"772","4293","Global","Fruits","GRAPEFRUIT","White","Large","32 and 36 size","32 and 36 size","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-05-01 22:00:00","","EN","Medium"
"773","4294","Global","Fruits","GRAPEFRUIT","White","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN","Medium"
"774","4295","Global","Fruits","GRAPEFRUIT","White","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Medium"
"775","4296","Global","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"776","4297","Global","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"777","4298","Global","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
"778","4299","Global","Fruits","GUAVA","","  All Sizes  ","","","","Psidium guajava","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN","Low"
